subject,r_c_25%_25%,r_c_25%_75%,r_c_75%_25%,r_c_75%_75%,r_i_25%_25%,r_i_25%_75%,r_i_75%_25%,r_i_75%_75%,s_c_25%_25%,s_c_25%_75%,s_c_75%_25%,s_c_75%_75%,s_i_25%_25%,s_i_25%_75%,s_i_75%_25%,s_i_75%_75%
sub43,0.9166666666666666,0.9166666666666666,1,1,0.8333333333333334,0.9166666666666666,0.6666666666666666,0.9166666666666666,1,1,1,0.75,0.5833333333333334,0.75,0.5833333333333334,0.75
sub44,0.8333333333333334,0.9166666666666666,0.8333333333333334,0.8333333333333334,0.75,0.8333333333333334,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.9166666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5833333333333334,0.5
sub45,0.8333333333333334,0.9166666666666666,0.8333333333333334,0.75,0.75,0.9166666666666666,0.75,1,1,0.8333333333333334,0.9166666666666666,0.9166666666666666,0.6666666666666666,0.8333333333333334,0.5,0.8333333333333334
sub46,0.9166666666666666,0.9166666666666666,1,0.9166666666666666,1,1,0.75,0.8333333333333334,0.75,0.9166666666666666,0.9166666666666666,1,0.6666666666666666,0.75,0.5833333333333334,1
sub47,1,1,1,1,1,0.75,0.6666666666666666,0.8333333333333334,1,1,1,1,0.9166666666666666,0.5833333333333334,0.75,0.9166666666666666
sub48,1,0.8333333333333334,0.9166666666666666,0.9166666666666666,0.75,0.9166666666666666,0.9166666666666666,0.9166666666666666,1,0.8333333333333334,1,0.8333333333333334,0.5833333333333334,0.8333333333333334,0.75,0.6666666666666666
sub49,1,1,1,1,0.9166666666666666,1,1,0.75,1,1,1,0.8333333333333334,0.75,0.9166666666666666,1,0.5833333333333334
sub5,0.8333333333333334,0.9166666666666666,1,0.8333333333333334,0.6666666666666666,1,0.9166666666666666,1,1,1,1,1,0.8333333333333334,1,0.8333333333333334,0.9166666666666666
sub50,1,1,1,0.9166666666666666,0.5833333333333334,0.6666666666666666,0.5833333333333334,0.5833333333333334,1,0.9166666666666666,0.9166666666666666,1,0.75,0.5833333333333334,0.5,0.6666666666666666
sub51,1,0.9166666666666666,1,1,0.9166666666666666,0.9166666666666666,1,0.8333333333333334,0.9166666666666666,1,1,1,1,0.6666666666666666,0.75,0.8333333333333334
sub52,0.9166666666666666,0.75,0.9166666666666666,0.8333333333333334,0.9166666666666666,1,0.5,1,0.9166666666666666,0.8333333333333334,0.8333333333333334,0.9166666666666666,0.8333333333333334,0.8333333333333334,0.4166666666666667,0.9166666666666666
sub53,0.9166666666666666,1,1,1,0.9166666666666666,0.9166666666666666,0.8333333333333334,1,0.9166666666666666,1,1,1,0.75,0.8333333333333334,0.8333333333333334,1
sub54,0.9166666666666666,0.9166666666666666,0.6666666666666666,0.9166666666666666,0.75,0.75,0.8333333333333334,0.8333333333333334,1,0.75,0.8333333333333334,0.75,0.75,0.5833333333333334,0.8333333333333334,0.8333333333333334
sub55,0.9166666666666666,0.9166666666666666,1,1,1,0.8333333333333334,0.75,0.6666666666666666,1,1,0.9166666666666666,1,0.5833333333333334,1,0.75,1
sub56,0.8333333333333334,1,0.9166666666666666,1,0.6666666666666666,0.6666666666666666,0.75,0.8333333333333334,0.9166666666666666,0.9166666666666666,0.8333333333333334,0.75,0.5833333333333334,0.5833333333333334,0.6666666666666666,0.8333333333333334
sub57,0.8333333333333334,1,0.8333333333333334,1,0.5833333333333334,0.9166666666666666,0.8333333333333334,0.75,0.75,1,1,1,0.5833333333333334,0.8333333333333334,0.5833333333333334,0.9166666666666666
sub6,1,1,1,1,0.8333333333333334,0.9166666666666666,0.8333333333333334,0.9166666666666666,0.9166666666666666,0.9166666666666666,1,1,0.75,0.8333333333333334,0.9166666666666666,0.6666666666666666
sub7,0.8333333333333334,0.75,0.9166666666666666,0.8333333333333334,0.5,1,0.6666666666666666,1,0.6666666666666666,0.9166666666666666,0.8333333333333334,0.9166666666666666,0.4166666666666667,0.6666666666666666,0.5833333333333334,0.8333333333333334
sub8,1,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.6666666666666666,1,1,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.5,0.9166666666666666
sub9,1,1,1,1,0.8333333333333334,0.9166666666666666,1,0.6666666666666666,1,1,1,0.8333333333333334,0.8333333333333334,0.9166666666666666,0.9166666666666666,0.5833333333333334
