subject,block,blockType,trialCount,acc,RT,congruency,cuedTask,taskSequence,sequenceType,sequenceKind,sequencePosition,switchProp,incongruentProp
sub17,2,B,295,1,986,i,m,r,s,4,3,75%,75%
sub17,2,B,296,0,NA,i,m,r,s,4,4,75%,75%
sub17,2,B,304,1,999,c,m,r,s,1,2,75%,75%
sub17,2,B,305,1,1314,i,p,s,s,1,3,75%,75%
sub17,2,B,306,1,1280,c,p,r,s,1,4,75%,75%
sub17,2,B,314,1,925,c,p,r,s,2,2,75%,75%
sub17,2,B,315,1,942,i,m,s,s,2,3,75%,75%
sub17,2,B,316,1,1220,i,p,s,s,2,4,75%,75%
sub17,3,D,327,0,1183,c,p,r,s,1,2,75%,25%
sub17,3,D,328,0,1333,i,m,s,s,1,3,75%,25%
sub17,3,D,329,1,1001,c,m,r,s,1,4,75%,25%
sub17,3,D,337,1,1040,c,m,s,s,4,2,75%,25%
sub17,3,D,338,0,NA,i,m,r,s,4,3,75%,25%
sub17,3,D,339,0,1079,i,m,r,s,4,4,75%,25%
sub17,3,D,347,1,1420,c,p,r,s,1,2,75%,25%
sub17,3,D,348,0,960,i,m,s,s,1,3,75%,25%
sub17,3,D,349,1,1068,c,m,r,s,1,4,75%,25%
sub17,3,D,357,0,1173,c,p,s,s,3,2,75%,25%
sub17,3,D,358,1,1126,i,p,r,s,3,3,75%,25%
sub17,3,D,359,0,NA,c,m,s,s,3,4,75%,25%
sub17,3,D,367,1,1142,c,m,s,s,4,2,75%,25%
sub17,3,D,368,1,1328,i,m,r,s,4,3,75%,25%
sub17,3,D,369,0,NA,i,m,r,s,4,4,75%,25%
sub17,3,D,377,1,836,c,p,r,s,2,2,75%,25%
sub17,3,D,378,0,1061,i,m,s,s,2,3,75%,25%
sub17,3,D,379,1,1067,i,p,s,s,2,4,75%,25%
sub17,3,D,387,1,1319,c,m,s,s,3,2,75%,25%
sub17,3,D,388,1,1142,i,m,r,s,3,3,75%,25%
sub17,3,D,389,1,1170,c,p,s,s,3,4,75%,25%
sub17,3,D,396,1,1331,c,p,r,s,2,2,75%,25%
sub17,3,D,397,1,1142,i,m,s,s,2,3,75%,25%
sub17,3,D,398,1,818,i,p,s,s,2,4,75%,25%
sub17,3,D,405,1,1120,c,p,s,s,4,2,75%,25%
sub17,3,D,406,1,1125,i,p,r,s,4,3,75%,25%
sub17,3,D,407,1,989,i,p,r,s,4,4,75%,25%
sub17,3,D,413,1,914,c,p,r,s,1,2,75%,25%
sub17,3,D,414,1,795,i,m,s,s,1,3,75%,25%
sub17,3,D,415,1,1043,c,m,r,s,1,4,75%,25%
sub17,3,D,423,1,1019,c,p,r,s,2,2,75%,25%
sub17,3,D,424,0,1099,i,m,s,s,2,3,75%,25%
sub17,3,D,425,0,1061,i,p,s,s,2,4,75%,25%
sub17,3,D,433,1,946,c,m,s,s,3,2,75%,25%
sub17,3,D,434,1,929,i,m,r,s,3,3,75%,25%
sub17,3,D,435,1,929,c,p,s,s,3,4,75%,25%
sub17,3,D,443,1,1006,c,m,s,s,3,2,75%,25%
sub17,3,D,444,1,930,i,m,r,s,3,3,75%,25%
sub17,3,D,445,1,973,c,p,s,s,3,4,75%,25%
sub17,3,D,453,1,1135,c,m,s,s,4,2,75%,25%
sub17,3,D,454,1,881,i,m,r,s,4,3,75%,25%
sub17,3,D,455,1,1306,i,m,r,s,4,4,75%,25%
sub17,3,D,463,1,960,c,m,r,s,1,2,75%,25%
sub17,3,D,464,1,1236,i,p,s,s,1,3,75%,25%
sub17,3,D,465,1,964,c,p,r,s,1,4,75%,25%
sub17,3,D,472,1,1041,c,p,r,s,2,2,75%,25%
sub17,3,D,473,1,1046,i,m,s,s,2,3,75%,25%
sub17,3,D,474,0,1119,i,p,s,s,2,4,75%,25%
sub17,4,C,486,0,999,c,p,r,s,1,2,25%,25%
sub17,4,C,487,0,NA,i,m,s,s,1,3,25%,25%
sub17,4,C,488,1,986,c,m,r,s,1,4,25%,25%
sub17,4,C,494,1,1142,c,m,s,s,4,2,25%,25%
sub17,4,C,495,1,1099,i,m,r,s,4,3,25%,25%
sub17,4,C,496,1,906,i,m,r,s,4,4,25%,25%
sub17,4,C,504,1,830,c,m,r,s,1,2,25%,25%
sub17,4,C,505,0,1184,i,p,s,s,1,3,25%,25%
sub17,4,C,506,1,990,c,p,r,s,1,4,25%,25%
sub17,4,C,514,1,1328,c,p,s,s,3,2,25%,25%
sub17,4,C,515,1,1471,i,p,r,s,3,3,25%,25%
sub17,4,C,516,1,1035,c,m,s,s,3,4,25%,25%
sub17,4,C,524,1,961,c,p,s,s,4,2,25%,25%
sub17,4,C,525,1,1069,i,p,r,s,4,3,25%,25%
sub17,4,C,526,1,1413,i,p,r,s,4,4,25%,25%
sub17,4,C,534,1,973,c,m,r,s,2,2,25%,25%
sub17,4,C,535,0,1195,i,p,s,s,2,3,25%,25%
sub17,4,C,536,1,1252,i,m,s,s,2,4,25%,25%
sub17,4,C,544,0,NA,c,p,s,s,3,2,25%,25%
sub17,4,C,545,0,1148,i,p,r,s,3,3,25%,25%
sub17,4,C,546,1,1393,c,m,s,s,3,4,25%,25%
sub17,4,C,554,1,887,c,m,r,s,2,2,25%,25%
sub17,4,C,555,1,1260,i,p,s,s,2,3,25%,25%
sub17,4,C,556,0,1375,i,m,s,s,2,4,25%,25%
sub17,4,C,564,1,1011,c,p,s,s,4,2,25%,25%
sub17,4,C,565,1,1180,i,p,r,s,4,3,25%,25%
sub17,4,C,566,1,1332,i,p,r,s,4,4,25%,25%
sub17,4,C,574,1,948,c,m,r,s,1,2,25%,25%
sub17,4,C,575,1,962,i,p,s,s,1,3,25%,25%
sub17,4,C,576,1,877,c,p,r,s,1,4,25%,25%
sub17,4,C,584,1,964,c,p,r,s,2,2,25%,25%
sub17,4,C,585,1,1169,i,m,s,s,2,3,25%,25%
sub17,4,C,586,1,922,i,p,s,s,2,4,25%,25%
sub17,4,C,594,1,928,c,p,s,s,3,2,25%,25%
sub17,4,C,595,1,1112,i,p,r,s,3,3,25%,25%
sub17,4,C,596,0,NA,c,m,s,s,3,4,25%,25%
sub17,4,C,604,1,1152,c,p,s,s,3,2,25%,25%
sub17,4,C,605,1,856,i,p,r,s,3,3,25%,25%
sub17,4,C,606,1,892,c,m,s,s,3,4,25%,25%
sub17,4,C,614,1,1026,c,p,s,s,4,2,25%,25%
sub17,4,C,615,1,1124,i,p,r,s,4,3,25%,25%
sub17,4,C,616,1,923,i,p,r,s,4,4,25%,25%
sub17,4,C,623,1,1235,c,m,r,s,1,2,25%,25%
sub17,4,C,624,1,1063,i,p,s,s,1,3,25%,25%
sub17,4,C,625,1,1062,c,p,r,s,1,4,25%,25%
sub17,4,C,632,1,1396,c,p,r,s,2,2,25%,25%
sub17,4,C,633,1,1304,i,m,s,s,2,3,25%,25%
sub17,4,C,634,0,1299,i,p,s,s,2,4,25%,25%
sub18,1,A,7,0,1106,c,p,r,s,1,2,25%,75%
sub18,1,A,8,1,1140,i,m,s,s,1,3,25%,75%
sub18,1,A,9,1,1278,c,m,r,s,1,4,25%,75%
sub18,1,A,17,1,1077,c,m,r,s,1,2,25%,75%
sub18,1,A,18,1,878,i,p,s,s,1,3,25%,75%
sub18,1,A,19,1,940,c,p,r,s,1,4,25%,75%
sub18,1,A,27,0,NA,c,m,r,s,1,2,25%,75%
sub18,1,A,28,1,987,i,p,s,s,1,3,25%,75%
sub18,1,A,29,1,1170,c,p,r,s,1,4,25%,75%
sub18,1,A,36,1,877,c,p,s,s,4,2,25%,75%
sub18,1,A,37,1,887,i,p,r,s,4,3,25%,75%
sub18,1,A,38,1,696,i,p,r,s,4,4,25%,75%
sub18,1,A,46,1,809,c,p,s,s,4,2,25%,75%
sub18,1,A,47,1,859,i,p,r,s,4,3,25%,75%
sub18,1,A,48,1,644,i,p,r,s,4,4,25%,75%
sub18,1,A,56,1,1011,c,m,s,s,3,2,25%,75%
sub18,1,A,57,1,735,i,m,r,s,3,3,25%,75%
sub18,1,A,58,1,1220,c,p,s,s,3,4,25%,75%
sub18,1,A,66,1,699,c,m,r,s,1,2,25%,75%
sub18,1,A,67,1,925,i,p,s,s,1,3,25%,75%
sub18,1,A,68,0,NA,c,p,r,s,1,4,25%,75%
sub18,1,A,75,1,661,c,m,r,s,2,2,25%,75%
sub18,1,A,76,1,1091,i,p,s,s,2,3,25%,75%
sub18,1,A,77,1,1083,i,m,s,s,2,4,25%,75%
sub18,1,A,85,1,912,c,p,s,s,4,2,25%,75%
sub18,1,A,86,1,967,i,p,r,s,4,3,25%,75%
sub18,1,A,87,1,937,i,p,r,s,4,4,25%,75%
sub18,1,A,94,1,723,c,p,r,s,2,2,25%,75%
sub18,1,A,95,0,1354,i,m,s,s,2,3,25%,75%
sub18,1,A,96,1,853,i,p,s,s,2,4,25%,75%
sub18,1,A,104,1,651,c,p,r,s,2,2,25%,75%
sub18,1,A,105,1,1353,i,m,s,s,2,3,25%,75%
sub18,1,A,106,1,737,i,p,s,s,2,4,25%,75%
sub18,1,A,114,1,542,c,m,r,s,2,2,25%,75%
sub18,1,A,115,1,817,i,p,s,s,2,3,25%,75%
sub18,1,A,116,1,744,i,m,s,s,2,4,25%,75%
sub18,1,A,124,1,1047,c,m,s,s,3,2,25%,75%
sub18,1,A,125,1,643,i,m,r,s,3,3,25%,75%
sub18,1,A,126,1,945,c,p,s,s,3,4,25%,75%
sub18,1,A,134,1,872,c,p,s,s,3,2,25%,75%
sub18,1,A,135,1,634,i,p,r,s,3,3,25%,75%
sub18,1,A,136,1,870,c,m,s,s,3,4,25%,75%
sub18,1,A,144,1,812,c,m,s,s,3,2,25%,75%
sub18,1,A,145,1,561,i,m,r,s,3,3,25%,75%
sub18,1,A,146,1,879,c,p,s,s,3,4,25%,75%
sub18,1,A,154,1,901,c,p,s,s,4,2,25%,75%
sub18,1,A,155,1,935,i,p,r,s,4,3,25%,75%
sub18,1,A,156,1,717,i,p,r,s,4,4,25%,75%
sub18,2,B,167,1,983,c,p,r,s,1,2,75%,75%
sub18,2,B,168,1,848,i,m,s,s,1,3,75%,75%
sub18,2,B,169,1,947,c,m,r,s,1,4,75%,75%
sub18,2,B,177,1,1061,c,p,r,s,1,2,75%,75%
sub18,2,B,178,1,816,i,m,s,s,1,3,75%,75%
sub18,2,B,179,1,720,c,m,r,s,1,4,75%,75%
sub18,2,B,187,1,1353,c,p,r,s,1,2,75%,75%
sub18,2,B,188,1,1027,i,m,s,s,1,3,75%,75%
sub18,2,B,189,1,948,c,m,r,s,1,4,75%,75%
sub18,2,B,197,1,968,c,m,s,s,4,2,75%,75%
sub18,2,B,198,1,778,i,m,r,s,4,3,75%,75%
sub18,2,B,199,1,744,i,m,r,s,4,4,75%,75%
sub18,2,B,207,1,864,c,p,s,s,4,2,75%,75%
sub18,2,B,208,1,841,i,p,r,s,4,3,75%,75%
sub18,2,B,209,1,677,i,p,r,s,4,4,75%,75%
sub18,2,B,217,1,715,c,p,s,s,3,2,75%,75%
sub18,2,B,218,1,1010,i,p,r,s,3,3,75%,75%
sub18,2,B,219,1,1030,c,m,s,s,3,4,75%,75%
sub18,2,B,227,1,1065,c,p,r,s,1,2,75%,75%
sub18,2,B,228,1,1146,i,m,s,s,1,3,75%,75%
sub18,2,B,229,0,1061,c,m,r,s,1,4,75%,75%
sub18,2,B,236,1,1272,c,m,r,s,2,2,75%,75%
sub18,2,B,237,1,1111,i,p,s,s,2,3,75%,75%
sub18,2,B,238,1,1057,i,m,s,s,2,4,75%,75%
sub18,2,B,245,1,1026,c,p,s,s,4,2,75%,75%
sub18,2,B,246,1,1247,i,p,r,s,4,3,75%,75%
sub18,2,B,247,1,927,i,p,r,s,4,4,75%,75%
sub18,2,B,253,1,1000,c,p,r,s,2,2,75%,75%
sub18,2,B,254,1,957,i,m,s,s,2,3,75%,75%
sub18,2,B,255,1,975,i,p,s,s,2,4,75%,75%
sub18,2,B,263,1,872,c,m,r,s,2,2,75%,75%
sub18,2,B,264,1,1191,i,p,s,s,2,3,75%,75%
sub18,2,B,265,1,1038,i,m,s,s,2,4,75%,75%
sub18,2,B,273,1,1070,c,p,r,s,2,2,75%,75%
sub18,2,B,274,1,1134,i,m,s,s,2,3,75%,75%
sub18,2,B,275,1,1038,i,p,s,s,2,4,75%,75%
sub18,2,B,283,1,1073,c,p,s,s,3,2,75%,75%
sub18,2,B,284,1,1329,i,p,r,s,3,3,75%,75%
sub18,2,B,285,1,1024,c,m,s,s,3,4,75%,75%
sub18,2,B,293,1,1142,c,m,s,s,3,2,75%,75%
sub18,2,B,294,1,720,i,m,r,s,3,3,75%,75%
sub18,2,B,295,1,1018,c,p,s,s,3,4,75%,75%
sub18,2,B,303,1,919,c,p,s,s,3,2,75%,75%
sub18,2,B,304,0,NA,i,p,r,s,3,3,75%,75%
sub18,2,B,305,1,948,c,m,s,s,3,4,75%,75%
sub18,2,B,313,1,701,c,m,s,s,4,2,75%,75%
sub18,2,B,314,1,999,i,m,r,s,4,3,75%,75%
sub18,2,B,315,1,866,i,m,r,s,4,4,75%,75%
sub18,3,D,326,1,899,c,m,r,s,1,2,75%,25%
sub18,3,D,327,1,854,i,p,s,s,1,3,75%,25%
sub18,3,D,328,1,832,c,p,r,s,1,4,75%,25%
sub18,3,D,336,0,NA,c,p,r,s,1,2,75%,25%
sub18,3,D,337,1,1141,i,m,s,s,1,3,75%,25%
sub18,3,D,338,0,NA,c,m,r,s,1,4,75%,25%
sub18,3,D,345,1,1049,c,m,r,s,1,2,75%,25%
sub18,3,D,346,1,1026,i,p,s,s,1,3,75%,25%
sub18,3,D,347,1,1243,c,p,r,s,1,4,75%,25%
sub18,3,D,355,0,NA,c,m,s,s,4,2,75%,25%
sub18,3,D,356,1,791,i,m,r,s,4,3,75%,25%
sub18,3,D,357,1,1019,i,m,r,s,4,4,75%,25%
sub18,3,D,365,1,891,c,m,s,s,4,2,75%,25%
sub18,3,D,366,1,860,i,m,r,s,4,3,75%,25%
sub18,3,D,367,1,775,i,m,r,s,4,4,75%,25%
sub18,3,D,375,1,982,c,p,s,s,3,2,75%,25%
sub18,3,D,376,1,903,i,p,r,s,3,3,75%,25%
sub18,3,D,377,1,903,c,m,s,s,3,4,75%,25%
sub18,3,D,384,1,1030,c,p,r,s,1,2,75%,25%
sub18,3,D,385,0,1383,i,m,s,s,1,3,75%,25%
sub18,3,D,386,1,1515,c,m,r,s,1,4,75%,25%
sub18,3,D,394,1,850,c,m,r,s,2,2,75%,25%
sub18,3,D,395,1,912,i,p,s,s,2,3,75%,25%
sub18,3,D,396,1,1115,i,m,s,s,2,4,75%,25%
sub18,3,D,404,1,1202,c,m,s,s,4,2,75%,25%
sub18,3,D,405,1,611,i,m,r,s,4,3,75%,25%
sub18,3,D,406,1,589,i,m,r,s,4,4,75%,25%
sub18,3,D,414,1,1054,c,m,r,s,2,2,75%,25%
sub18,3,D,415,1,1274,i,p,s,s,2,3,75%,25%
sub18,3,D,416,1,1019,i,m,s,s,2,4,75%,25%
sub18,3,D,424,1,872,c,p,r,s,2,2,75%,25%
sub18,3,D,425,1,1019,i,m,s,s,2,3,75%,25%
sub18,3,D,426,1,1164,i,p,s,s,2,4,75%,25%
sub18,3,D,434,1,1281,c,m,r,s,2,2,75%,25%
sub18,3,D,435,1,1094,i,p,s,s,2,3,75%,25%
sub18,3,D,436,1,825,i,m,s,s,2,4,75%,25%
sub18,3,D,443,1,961,c,p,s,s,3,2,75%,25%
sub18,3,D,444,1,939,i,p,r,s,3,3,75%,25%
sub18,3,D,445,1,934,c,m,s,s,3,4,75%,25%
sub18,3,D,453,1,981,c,m,s,s,3,2,75%,25%
sub18,3,D,454,1,599,i,m,r,s,3,3,75%,25%
sub18,3,D,455,1,881,c,p,s,s,3,4,75%,25%
sub18,3,D,462,1,839,c,m,s,s,3,2,75%,25%
sub18,3,D,463,1,1235,i,m,r,s,3,3,75%,25%
sub18,3,D,464,1,967,c,p,s,s,3,4,75%,25%
sub18,3,D,472,1,827,c,p,s,s,4,2,75%,25%
sub18,3,D,473,1,1044,i,p,r,s,4,3,75%,25%
sub18,3,D,474,1,918,i,p,r,s,4,4,75%,25%
sub18,4,C,487,1,674,c,p,r,s,1,2,25%,25%
sub18,4,C,488,1,1212,i,m,s,s,1,3,25%,25%
sub18,4,C,489,1,813,c,m,r,s,1,4,25%,25%
sub18,4,C,497,1,1126,c,p,r,s,1,2,25%,25%
sub18,4,C,498,1,901,i,m,s,s,1,3,25%,25%
sub18,4,C,499,1,1037,c,m,r,s,1,4,25%,25%
sub18,4,C,505,0,1039,c,p,r,s,1,2,25%,25%
sub18,4,C,506,1,1004,i,m,s,s,1,3,25%,25%
sub18,4,C,507,1,1334,c,m,r,s,1,4,25%,25%
sub18,4,C,515,1,948,c,m,s,s,4,2,25%,25%
sub18,4,C,516,1,1099,i,m,r,s,4,3,25%,25%
sub18,4,C,517,1,552,i,m,r,s,4,4,25%,25%
sub18,4,C,524,1,1136,c,p,s,s,4,2,25%,25%
sub18,4,C,525,1,953,i,p,r,s,4,3,25%,25%
sub18,4,C,526,1,916,i,p,r,s,4,4,25%,25%
sub18,4,C,534,1,899,c,p,s,s,3,2,25%,25%
sub18,4,C,535,1,674,i,p,r,s,3,3,25%,25%
sub18,4,C,536,1,852,c,m,s,s,3,4,25%,25%
sub18,4,C,544,1,963,c,p,r,s,1,2,25%,25%
sub18,4,C,545,1,1003,i,m,s,s,1,3,25%,25%
sub18,4,C,546,1,702,c,m,r,s,1,4,25%,25%
sub18,4,C,554,1,872,c,m,r,s,2,2,25%,25%
sub18,4,C,555,1,976,i,p,s,s,2,3,25%,25%
sub18,4,C,556,1,1101,i,m,s,s,2,4,25%,25%
sub18,4,C,564,1,958,c,m,s,s,4,2,25%,25%
sub18,4,C,565,1,862,i,m,r,s,4,3,25%,25%
sub18,4,C,566,1,980,i,m,r,s,4,4,25%,25%
sub18,4,C,574,1,741,c,m,r,s,2,2,25%,25%
sub18,4,C,575,0,894,i,p,s,s,2,3,25%,25%
sub18,4,C,576,1,931,i,m,s,s,2,4,25%,25%
sub18,4,C,584,1,775,c,p,r,s,2,2,25%,25%
sub18,4,C,585,1,1125,i,m,s,s,2,3,25%,25%
sub18,4,C,586,1,1081,i,p,s,s,2,4,25%,25%
sub18,4,C,594,1,1018,c,m,r,s,2,2,25%,25%
sub18,4,C,595,1,1113,i,p,s,s,2,3,25%,25%
sub18,4,C,596,1,1255,i,m,s,s,2,4,25%,25%
sub18,4,C,603,1,993,c,m,s,s,3,2,25%,25%
sub18,4,C,604,1,558,i,m,r,s,3,3,25%,25%
sub18,4,C,605,1,764,c,p,s,s,3,4,25%,25%
sub18,4,C,612,1,913,c,p,s,s,3,2,25%,25%
sub18,4,C,613,1,855,i,p,r,s,3,3,25%,25%
sub18,4,C,614,1,947,c,m,s,s,3,4,25%,25%
sub18,4,C,622,1,965,c,p,s,s,3,2,25%,25%
sub18,4,C,623,1,869,i,p,r,s,3,3,25%,25%
sub18,4,C,624,1,1065,c,m,s,s,3,4,25%,25%
sub18,4,C,632,1,967,c,p,s,s,4,2,25%,25%
sub18,4,C,633,1,631,i,p,r,s,4,3,25%,25%
sub18,4,C,634,1,743,i,p,r,s,4,4,25%,25%
sub19,1,C,7,1,907,c,p,r,s,2,2,25%,25%
sub19,1,C,8,1,1045,i,m,s,s,2,3,25%,25%
sub19,1,C,9,1,1110,i,p,s,s,2,4,25%,25%
sub19,1,C,17,1,984,c,p,r,s,1,2,25%,25%
sub19,1,C,18,1,1035,i,m,s,s,1,3,25%,25%
sub19,1,C,19,1,755,c,m,r,s,1,4,25%,25%
sub19,1,C,27,1,1155,c,m,s,s,3,2,25%,25%
sub19,1,C,28,1,922,i,m,r,s,3,3,25%,25%
sub19,1,C,29,1,1028,c,p,s,s,3,4,25%,25%
sub19,1,C,36,1,1112,c,p,s,s,3,2,25%,25%
sub19,1,C,37,1,995,i,p,r,s,3,3,25%,25%
sub19,1,C,38,1,1299,c,m,s,s,3,4,25%,25%
sub19,1,C,45,0,1501,c,p,s,s,3,2,25%,25%
sub19,1,C,46,1,1180,i,p,r,s,3,3,25%,25%
sub19,1,C,47,1,1149,c,m,s,s,3,4,25%,25%
sub19,1,C,55,1,998,c,m,s,s,4,2,25%,25%
sub19,1,C,56,1,1109,i,m,r,s,4,3,25%,25%
sub19,1,C,57,1,1311,i,m,r,s,4,4,25%,25%
sub19,1,C,65,1,1063,c,p,r,s,2,2,25%,25%
sub19,1,C,66,1,961,i,m,s,s,2,3,25%,25%
sub19,1,C,67,0,NA,i,p,s,s,2,4,25%,25%
sub19,1,C,74,1,791,c,p,s,s,4,2,25%,25%
sub19,1,C,75,1,1351,i,p,r,s,4,3,25%,25%
sub19,1,C,76,0,1271,i,p,r,s,4,4,25%,25%
sub19,1,C,84,1,1203,c,m,s,s,4,2,25%,25%
sub19,1,C,85,1,1009,i,m,r,s,4,3,25%,25%
sub19,1,C,86,1,1114,i,m,r,s,4,4,25%,25%
sub19,1,C,94,1,821,c,p,r,s,1,2,25%,25%
sub19,1,C,95,1,979,i,m,s,s,1,3,25%,25%
sub19,1,C,96,1,818,c,m,r,s,1,4,25%,25%
sub19,1,C,104,1,1115,c,m,r,s,1,2,25%,25%
sub19,1,C,105,0,NA,i,p,s,s,1,3,25%,25%
sub19,1,C,106,1,1083,c,p,r,s,1,4,25%,25%
sub19,1,C,114,1,787,c,p,s,s,4,2,25%,25%
sub19,1,C,115,1,965,i,p,r,s,4,3,25%,25%
sub19,1,C,116,1,1023,i,p,r,s,4,4,25%,25%
sub19,1,C,122,1,1030,c,m,s,s,3,2,25%,25%
sub19,1,C,123,1,1157,i,m,r,s,3,3,25%,25%
sub19,1,C,124,1,973,c,p,s,s,3,4,25%,25%
sub19,1,C,132,1,925,c,p,r,s,2,2,25%,25%
sub19,1,C,133,1,957,i,m,s,s,2,3,25%,25%
sub19,1,C,134,1,1045,i,p,s,s,2,4,25%,25%
sub19,1,C,142,1,717,c,m,r,s,2,2,25%,25%
sub19,1,C,143,1,1078,i,p,s,s,2,3,25%,25%
sub19,1,C,144,1,1207,i,m,s,s,2,4,25%,25%
sub19,1,C,152,0,NA,c,m,r,s,1,2,25%,25%
sub19,1,C,153,1,1191,i,p,s,s,1,3,25%,25%
sub19,1,C,154,1,817,c,p,r,s,1,4,25%,25%
sub19,2,D,167,1,739,c,p,r,s,2,2,75%,25%
sub19,2,D,168,1,1162,i,m,s,s,2,3,75%,25%
sub19,2,D,169,0,897,i,p,s,s,2,4,75%,25%
sub19,2,D,177,1,1019,c,m,r,s,1,2,75%,25%
sub19,2,D,178,1,1411,i,p,s,s,1,3,75%,25%
sub19,2,D,179,1,1082,c,p,r,s,1,4,75%,25%
sub19,2,D,186,1,788,c,p,s,s,3,2,75%,25%
sub19,2,D,187,1,957,i,p,r,s,3,3,75%,25%
sub19,2,D,188,1,821,c,m,s,s,3,4,75%,25%
sub19,2,D,196,1,820,c,p,s,s,3,2,75%,25%
sub19,2,D,197,0,1268,i,p,r,s,3,3,75%,25%
sub19,2,D,198,1,804,c,m,s,s,3,4,75%,25%
sub19,2,D,206,1,935,c,m,s,s,3,2,75%,25%
sub19,2,D,207,1,989,i,m,r,s,3,3,75%,25%
sub19,2,D,208,1,901,c,p,s,s,3,4,75%,25%
sub19,2,D,214,1,889,c,m,s,s,4,2,75%,25%
sub19,2,D,215,1,1365,i,m,r,s,4,3,75%,25%
sub19,2,D,216,1,1070,i,m,r,s,4,4,75%,25%
sub19,2,D,223,1,784,c,p,r,s,2,2,75%,25%
sub19,2,D,224,1,1362,i,m,s,s,2,3,75%,25%
sub19,2,D,225,0,1192,i,p,s,s,2,4,75%,25%
sub19,2,D,233,1,1191,c,m,s,s,4,2,75%,25%
sub19,2,D,234,1,1199,i,m,r,s,4,3,75%,25%
sub19,2,D,235,1,783,i,m,r,s,4,4,75%,25%
sub19,2,D,243,1,777,c,p,s,s,4,2,75%,25%
sub19,2,D,244,1,1474,i,p,r,s,4,3,75%,25%
sub19,2,D,245,1,945,i,p,r,s,4,4,75%,25%
sub19,2,D,252,1,1049,c,p,r,s,1,2,75%,25%
sub19,2,D,253,1,1123,i,m,s,s,1,3,75%,25%
sub19,2,D,254,1,1265,c,m,r,s,1,4,75%,25%
sub19,2,D,262,1,907,c,m,r,s,1,2,75%,25%
sub19,2,D,263,1,1068,i,p,s,s,1,3,75%,25%
sub19,2,D,264,1,818,c,p,r,s,1,4,75%,25%
sub19,2,D,272,1,829,c,m,s,s,4,2,75%,25%
sub19,2,D,273,1,1163,i,m,r,s,4,3,75%,25%
sub19,2,D,274,1,1068,i,m,r,s,4,4,75%,25%
sub19,2,D,282,1,845,c,p,s,s,3,2,75%,25%
sub19,2,D,283,0,1293,i,p,r,s,3,3,75%,25%
sub19,2,D,284,1,845,c,m,s,s,3,4,75%,25%
sub19,2,D,292,1,959,c,p,r,s,2,2,75%,25%
sub19,2,D,293,1,869,i,m,s,s,2,3,75%,25%
sub19,2,D,294,1,1271,i,p,s,s,2,4,75%,25%
sub19,2,D,302,1,917,c,p,r,s,2,2,75%,25%
sub19,2,D,303,1,1168,i,m,s,s,2,3,75%,25%
sub19,2,D,304,0,NA,i,p,s,s,2,4,75%,25%
sub19,2,D,312,1,903,c,p,r,s,1,2,75%,25%
sub19,2,D,313,1,1023,i,m,s,s,1,3,75%,25%
sub19,2,D,314,1,1072,c,m,r,s,1,4,75%,25%
sub19,3,B,327,1,754,c,p,r,s,2,2,75%,75%
sub19,3,B,328,1,1048,i,m,s,s,2,3,75%,75%
sub19,3,B,329,1,1002,i,p,s,s,2,4,75%,75%
sub19,3,B,337,1,1450,c,m,r,s,1,2,75%,75%
sub19,3,B,338,1,980,i,p,s,s,1,3,75%,75%
sub19,3,B,339,1,1067,c,p,r,s,1,4,75%,75%
sub19,3,B,347,1,892,c,p,s,s,3,2,75%,75%
sub19,3,B,348,1,1380,i,p,r,s,3,3,75%,75%
sub19,3,B,349,1,915,c,m,s,s,3,4,75%,75%
sub19,3,B,357,1,1108,c,m,s,s,3,2,75%,75%
sub19,3,B,358,0,948,i,m,r,s,3,3,75%,75%
sub19,3,B,359,1,813,c,p,s,s,3,4,75%,75%
sub19,3,B,366,1,1181,c,p,s,s,3,2,75%,75%
sub19,3,B,367,1,1166,i,p,r,s,3,3,75%,75%
sub19,3,B,368,1,893,c,m,s,s,3,4,75%,75%
sub19,3,B,376,1,974,c,m,s,s,4,2,75%,75%
sub19,3,B,377,1,798,i,m,r,s,4,3,75%,75%
sub19,3,B,378,1,807,i,m,r,s,4,4,75%,75%
sub19,3,B,384,1,759,c,m,r,s,2,2,75%,75%
sub19,3,B,385,1,1065,i,p,s,s,2,3,75%,75%
sub19,3,B,386,1,1222,i,m,s,s,2,4,75%,75%
sub19,3,B,394,1,1087,c,p,s,s,4,2,75%,75%
sub19,3,B,395,1,991,i,p,r,s,4,3,75%,75%
sub19,3,B,396,1,1049,i,p,r,s,4,4,75%,75%
sub19,3,B,404,1,857,c,p,s,s,4,2,75%,75%
sub19,3,B,405,1,994,i,p,r,s,4,3,75%,75%
sub19,3,B,406,1,1066,i,p,r,s,4,4,75%,75%
sub19,3,B,412,1,1082,c,m,r,s,1,2,75%,75%
sub19,3,B,413,1,1202,i,p,s,s,1,3,75%,75%
sub19,3,B,414,1,1090,c,p,r,s,1,4,75%,75%
sub19,3,B,422,1,875,c,p,r,s,1,2,75%,75%
sub19,3,B,423,1,1026,i,m,s,s,1,3,75%,75%
sub19,3,B,424,1,907,c,m,r,s,1,4,75%,75%
sub19,3,B,432,1,980,c,p,s,s,4,2,75%,75%
sub19,3,B,433,1,1035,i,p,r,s,4,3,75%,75%
sub19,3,B,434,1,964,i,p,r,s,4,4,75%,75%
