subject,r_d_25%_25%,r_d_25%_75%,r_d_75%_25%,r_d_75%_75%,r_n_25%_25%,r_n_25%_75%,r_n_75%_25%,r_n_75%_75%,s_d_25%_25%,s_d_25%_75%,s_d_75%_25%,s_d_75%_75%,s_n_25%_25%,s_n_25%_75%,s_n_75%_25%,s_n_75%_75%
sub42,0.9375,0.941747572815534,0.9166666666666666,0.875,0.9320388349514563,1,1,0.8333333333333334,0.8333333333333334,0.875,0.875,0.8252427184466019,0.9375,0.9583333333333334,0.9029126213592233,0.75
sub43,0.875,0.941747572815534,0.7916666666666666,0.8125,0.8543689320388349,0.875,0.8125,0.7916666666666666,0.7083333333333334,0.875,0.875,0.8640776699029126,0.5625,0.875,0.8737864077669902,1
sub44,0.9375,0.941747572815534,0.9583333333333334,1,0.9611650485436893,1,0.9375,1,0.8333333333333334,1,0.75,0.9320388349514563,0.875,0.9583333333333334,0.9514563106796117,1
sub45,1,0.9223300970873787,0.75,1,0.970873786407767,0.9375,0.9375,0.9166666666666666,0.8333333333333334,0.875,0.9375,0.9320388349514563,1,0.8333333333333334,0.8252427184466019,0.875
sub46,0.875,0.9805825242718447,0.8333333333333334,0.9375,0.9514563106796117,1,0.9375,0.875,0.75,0.9375,0.875,0.912621359223301,0.9375,0.9583333333333334,0.7766990291262136,1
sub47,1,0.9514563106796117,0.9583333333333334,0.9375,0.941747572815534,0.9375,0.9375,1,0.875,0.875,0.9375,0.9223300970873787,0.875,0.9583333333333334,0.9514563106796117,0.8125
sub48,1,0.883495145631068,0.625,0.8125,0.9611650485436893,0.9375,0.875,0.7916666666666666,0.8333333333333334,0.6875,0.5625,0.7669902912621359,0.875,0.7916666666666666,0.8349514563106796,0.75
sub49,1,0.9611650485436893,0.9166666666666666,0.6875,0.9514563106796117,1,0.9375,0.9583333333333334,0.9166666666666666,0.875,1,0.8932038834951457,0.875,0.8333333333333334,0.912621359223301,0.875
sub5,0.9375,0.9902912621359223,0.9166666666666666,1,0.9902912621359223,1,0.9375,1,0.8333333333333334,1,1,0.9902912621359223,0.9375,1,0.9902912621359223,1
sub50,0.8125,0.9611650485436893,0.8333333333333334,0.8125,0.9611650485436893,1,0.875,0.8333333333333334,0.8333333333333334,0.75,0.75,0.8349514563106796,0.875,0.9583333333333334,0.883495145631068,0.75
sub51,0.625,0.9029126213592233,0.9583333333333334,0.9375,0.9223300970873787,0.9375,0.9375,0.875,0.5833333333333334,0.8125,0.875,0.8446601941747572,0.875,0.875,0.9029126213592233,0.9375
sub52,1,0.9805825242718447,1,1,0.9805825242718447,0.875,0.9375,1,0.9583333333333334,1,1,0.9805825242718447,0.875,0.9583333333333334,0.941747572815534,1
sub53,0.8125,0.9223300970873787,0.875,0.625,0.8737864077669902,1,1,1,0.75,0.875,0.8125,0.883495145631068,0.75,0.9166666666666666,0.9029126213592233,0.9375
sub54,0.8125,0.970873786407767,0.625,0.875,0.49514563106796117,0.875,0.5625,0.875,0.4166666666666667,0.875,0.6875,0.9223300970873787,0.4375,0.9583333333333334,0.6699029126213593,0.9375
sub55,0.9375,0.9805825242718447,1,1,0.970873786407767,0.875,0.9375,1,1,1,1,0.9514563106796117,1,0.9166666666666666,0.941747572815534,0.9375
sub56,1,0.9223300970873787,0.7916666666666666,1,0.9029126213592233,1,1,0.9166666666666666,0.8333333333333334,0.875,0.875,0.9223300970873787,0.9375,0.875,0.9514563106796117,0.875
sub57,0.9375,0.9902912621359223,1,0.9375,1,1,0.9375,1,1,0.9375,1,0.941747572815534,0.9375,0.9166666666666666,0.970873786407767,0.875
sub58,0.875,0.9514563106796117,1,1,0.9320388349514563,0.875,0.9375,0.875,0.8333333333333334,0.75,0.875,0.8737864077669902,0.9375,0.9166666666666666,0.9029126213592233,1
sub59,0.9375,0.9805825242718447,0.9583333333333334,1,0.9514563106796117,0.875,0.875,0.9583333333333334,0.9583333333333334,1,0.9375,0.9514563106796117,0.9375,0.9166666666666666,0.9611650485436893,0.9375
sub6,1,0.912621359223301,1,0.875,0.9805825242718447,0.9375,0.9375,0.875,0.9583333333333334,0.75,1,0.9514563106796117,1,0.875,0.970873786407767,0.9375
sub60,0.9375,0.8737864077669902,0.8333333333333334,1,0.9320388349514563,0.9375,0.9375,0.875,0.9166666666666666,0.9375,0.9375,0.8932038834951457,0.8125,0.875,0.8446601941747572,0.875
sub7,0.9375,0.9611650485436893,0.8333333333333334,0.9375,0.970873786407767,1,1,0.9166666666666666,0.8333333333333334,0.9375,0.9375,0.9320388349514563,1,0.9583333333333334,0.9611650485436893,0.8125
sub8,0.875,0.941747572815534,1,0.875,0.9223300970873787,1,0.875,0.9166666666666666,0.7916666666666666,0.9375,0.9375,0.8932038834951457,0.9375,0.9166666666666666,0.8155339805825242,0.9375
sub9,0.75,0.8640776699029126,0.75,0.875,0.9320388349514563,0.9375,0.875,0.9583333333333334,0.9166666666666666,0.875,0.75,0.8155339805825242,0.75,0.9166666666666666,0.8737864077669902,0.8125
